Id,SalePrice
1461,135110.31
1462,176042.72
1463,179362.44
1464,185309.53
1465,217637.97
1466,178258.86
1467,163877.97
1468,160932.67
1469,197448.38
1470,122190.516
1471,197291.4
1472,90220.29
1473,97332.67
1474,147384.23
1475,135970.56
1476,374970.97
1477,266171.75
1478,291914.84
1479,290334.06
1480,526235
1481,279208.47
1482,211598.31
1483,159772.62
1484,171790.05
1485,185339.38
1486,197148.02
1487,346954.16
1488,233959.97
1489,210884.81
1490,199975.19
1491,195776.94
1492,99464.58
1493,187710.72
1494,302191.28
1495,285475.84
1496,232187
1497,171675.78
1498,161433.81
1499,159032.53
1500,136470.47
1501,171458.16
1502,151207
1503,300527.53
1504,238417.81
1505,216819.78
1506,192991.9
1507,264309.47
1508,204343.84
1509,162415.39
1510,140517.97
1511,140104.12
1512,164033.1
1513,149379.5
1514,184363.39
1515,213824.42
1516,181870.11
1517,145699.77
1518,142712.25
1519,222070.53
1520,134178.03
1521,137475.45
1522,169829.64
1523,110101.516
1524,123754.14
1525,126015.01
1526,124257.35
1527,88042.92
1528,132905.83
1529,139556.97
1530,154121.92
1531,103716.695
1532,101127.92
1533,141715.22
1534,124273.375
1535,158969.52
1536,109021.64
1537,82998.695
1538,161373.06
1539,177397.38
1540,141170.45
1541,157254.94
1542,141286.23
1543,219429.4
1544,79690.17
1545,123168.76
1546,125481.57
1547,128834.69
1548,135006.5
1549,105019.73
1550,146184.28
1551,139350.72
1552,145958
1553,137682.61
1554,107770.375
1555,193830.44
1556,106326.53
1557,106772.07
1558,107084.68
1559,119119.25
1560,136925.31
1561,165398.61
1562,123368.016
1563,120616.28
1564,158561
1565,140300.56
1566,209907.6
1567,92193.47
1568,223189
1569,150411.28
1570,124861.92
1571,124219.27
1572,133255.58
1573,256389.34
1574,128556.72
1575,213802.22
1576,221758.69
1577,207883.75
1578,135605.81
1579,152432.72
1580,207647.88
1581,146160.95
1582,128718.4
1583,301749.84
1584,231044.53
1585,147430.8
1586,58362.254
1587,95495.266
1588,138698.47
1589,111066.98
1590,141736.02
1591,90024.1
1592,122860.36
1593,122963.875
1594,162360.33
1595,128913.43
1596,223531.78
1597,205944.6
1598,221986.25
1599,196626.25
1600,191495.16
1601,57155.355
1602,134980.22
1603,77468.51
1604,259443
1605,251969.9
1606,157887.92
1607,176809.66
1608,216962.72
1609,197574.44
1610,142890.58
1611,153343.72
1612,160203.16
1613,159548.38
1614,115555.22
1615,77054.85
1616,68825.57
1617,89756.68
1618,122278.48
1619,127151.664
1620,197057.81
1621,152583.1
1622,143849.88
1623,278096.84
1624,201902.19
1625,146779.44
1626,161582.1
1627,184307.25
1628,266671.7
1629,181747.39
1630,383433.06
1631,226675.38
1632,243827.97
1633,168810.34
1634,186486.67
1635,179970.92
1636,155558.56
1637,189701.6
1638,202238.81
1639,176222.38
1640,255126
1641,178211
1642,214332.66
1643,229329.84
1644,229085.06
1645,165210.19
1646,151581.56
1647,178630.69
1648,122573.266
1649,134494.95
1650,117913.766
1651,112173.305
1652,93922.445
1653,89110.13
1654,151540.73
1655,167622.94
1656,145706.53
1657,151540.73
1658,143734.36
1659,147880.14
1660,138284.56
1661,475415.7
1662,416331.62
1663,394511.88
1664,503701.3
