Id,SalePrice
1461,116861.32
1462,142877.6
1463,170872.55
1464,181165.3333
1465,226966.61
1466,181358.2333
1467,166516.2722
1468,176686.3167
1469,186930.6833
1470,122629.6667
1471,187019.6467
1472,89189.44444
1473,90766.80444
1474,155152.35
1475,147987.5
1476,363601.5133
1477,267948.65
1478,329925.44
1479,290976.3333
1480,483178.3267
1481,332077.3933
1482,211277.2667
1483,173892.3467
1484,173145.2533
1485,168314.54
1486,208857.1333
1487,344340.44
1488,257504.76
1489,207870.1967
1490,181128.4567
1491,184416.9833
1492,102566.5467
1493,169977.91
1494,298267.6367
1495,293463.2733
1496,212700.8167
1497,203191.1867
1498,153765.4433
1499,153425.4433
1500,160439.4147
1501,173734.3333
1502,157407.7778
1503,265478.6833
1504,233188.56
1505,211491.8067
1506,200497.8667
1507,220306.0767
1508,177301
1509,164223.2
1510,146499.5933
1511,152166.57
1512,154801.5233
1513,157554.24
1514,166796.6967
1515,197333.6033
1516,154168.2133
1517,149047.7389
1518,139531.6967
1519,230018.41
1520,141040.1
1521,144810.4333
1522,173942.9733
1523,114043.3733
1524,124129.3567
1525,126092.2767
1526,120582.1667
1527,91594.65
1528,127904.4833
1529,146582.44
1530,163186.8033
1531,115080.91
1532,101119.6
1533,136230.75
1534,127010.2033
1535,147585.02
1536,116303.2
1537,81058.51333
1538,186370.6667
1539,249190.2033
1540,132136.9233
1541,166458.49
1542,157462.6433
1543,254724.5533
1544,78501.16667
1545,91697.69333
1546,113347.1539
1547,117054.4967
1548,134353.1033
1549,94652.74889
1550,140414.57
1551,116043.7933
1552,122238.89
1553,136414.0733
1554,109822.6867
1555,147930.16
1556,105283.66
1557,116728.0333
1558,91001.15111
1559,119326.07
1560,139372.37
1561,152456.9167
1562,132367.05
1563,122688.1633
1564,157413.8033
1565,135728.6567
1566,187689.83
1567,80559.92
1568,215999.1333
1569,135116.34
1570,114346.5178
1571,118298.7467
1572,144558.9767
1573,248739.86
1574,156715.8933
1575,199280.8333
1576,197612.33
1577,207640.6833
1578,151233.5233
1579,141998.0956
1580,190878.7
1581,141224.29
1582,121549.1667
1583,344066.2567
1584,241117.51
1585,139000.7667
1586,71386.57778
1587,97985.81111
1588,148476.8633
1589,102083.7333
1590,137506.25
1591,101488.1667
1592,133967.2233
1593,115523.99
