Id,SalePrice
1461,122425.22
1462,153031.58
1463,173337.94
1464,177646.73
1465,213324.22
1466,180185.48
1467,166827.5
1468,170429.81
1469,188147.58
1470,119683.87
1471,191257.19
1472,94450.67
1473,89178.11
1474,159926.17
1475,156260.58
1476,401874.9
1477,266626.84
1478,329154.72
1479,288305.16
1480,544832.2
1481,327042.1
1482,214429.25
1483,173687.86
1484,183936.45
1485,160245.55
1486,204650.48
1487,366352.25
1488,250182.1
1489,209919.5
1490,186267.77
1491,196586.97
1492,103460.766
1493,180558.98
1494,316694.25
1495,275340.66
1496,201077.08
1497,209519.6
1498,158429.27
1499,158429.27
1500,138945.95
1501,171843.31
1502,149768.8
1503,274690.78
1504,227306.36
1505,214715.53
1506,192220.03
1507,255562.66
1508,197720.2
1509,156017.69
1510,140760.03
1511,139735.12
1512,164250.5
1513,145135.28
1514,173804.69
1515,249119.78
1516,150672.44
1517,163669.31
1518,165937.27
1519,212399.22
1520,134455.47
1521,134455.47
1522,167096.66
1523,122241.97
1524,119914.195
1525,117317.266
1526,121299.53
1527,98013.08
1528,136396.25
1529,140760.03
1530,156650.52
1531,92983.95
1532,90072.81
1533,149270.31
1534,142053.47
1535,158371.98
1536,112701.21
1537,71939.03
1538,171223.67
1539,206029.1
1540,122181.64
1541,159160.81
1542,149040.86
1543,243409.89
1544,70043.63
1545,105716.02
1546,114486.68
1547,126242.49
1548,133035.83
1549,101313.695
1550,140251.36
1551,127170.26
1552,149594.23
1553,140647.94
1554,124417.77
1555,156752.38
1556,97276.414
1557,104813.16
1558,84883.34
1559,105137.695
1560,129286.63
1561,152538.72
1562,141779.12
1563,117777.445
1564,154098.4
1565,132797.06
1566,200460.78
1567,78000.36
1568,209880.88
1569,130395.38
1570,127858.31
1571,126365.21
1572,143113.02
1573,234899.81
1574,142834.05
1575,195520.69
1576,199312.66
1577,208323.69
1578,120773.51
1579,152474.33
1580,204456.14
1581,140111.22
1582,125436.74
1583,327762.25
1584,238596.97
1585,145484.64
1586,81909.73
1587,101490.25
1588,133387.6
1589,109654.42
1590,143661.62
1591,101009.555
1592,139984.77
1593,116069.77
1594,140248.05
1595,129368.734
1596,239578.52
1597,185076.66
1598,186063.69
1599,198316.39
1600,200474.88
1601,42160.18
1602,126509.13
1603,75011.81
1604,268266.34
1605,239863.44
1606,156738.73
1607,190333.23
1608,220291.55
1609,206120.08
1610,137424.39
1611,151731.28
1612,164759.83
1613,166976.28
1614,120343.09
1615,71381.81
1616,71381.81
1617,83904.016
1618,130809.66
1619,126783.664
1620,226814.03
1621,138899.3
1622,136881.4
1623,280248.3
1624,207190.78
1625,126013.8
1626,166573.19
1627,182241.56
1628,265948.1
1629,177957.6
1630,329876.03
1631,217495.12
1632,282274.62
1633,163350.05
1634,179257.5
1635,175480.78
1636,165649.6
1637,193636.7
1638,214014.61
1639,179049.05
1640,247168.61
1641,192069.38
1642,214626.98
1643,232660.33
1644,223450.19
1645,166803.39
1646,157426
1647,176346.88
1648,140419.73
1649,127412.26
1650,116185.57
1651,132094.7
1652,94450.67
1653,95950.555
1654,163065.72
1655,175069.7
1656,157862.9
1657,163065.72
1658,157862.9
1659,153469.73
1660,150448.6
1661,445152.44
1662,414893.8
1663,387384.97
1664,514945.6
1665,375751.06
1666,270915.88
1667,327025.44
1668,381386.1
1669,302494.1
1670,355672.5
1671,236776.69
1672,474505.56
1673,308084.7
1674,250182.1
1675,170926.16
1676,177167.03
1677,198979.6
1678,510059.3
1679,341515.7
1680,363906.6
1681,268778.56
1682,282003.22
1683,184589.84
1684,177237.61
1685,167721.67
1686,181019.17
1687,160245.55
1688,189880.38
1689,189880.38
1690,187033.23
1691,171261.77
1692,259127.39
1693,160245.55
1694,174946.02
1695,168856.77
1696,278253.88
1697,169032.16
1698,346729.38
1699,313185.78
1700,242572.08
1701,273154.38
1702,313607.06
1703,298799.47
1704,286800.62
1705,217253.58
1706,475268.78
1707,217300.53
1708,209670.4
1709,321964.3
1710,219212.31
1711,235122.61
1712,300282.56
1713,244874.77
1714,214590.88
1715,201164.72
1716,185600.25
1717,183936.45
1718,125527.02
1719,212504.16
1720,254328.92
1721,184964.17
1722,117431.484
1723,154786.81
1724,227471.83
1725,238434.84
1726,179595.12
1727,174280.47
1728,190174.94
1729,143705.16
1730,151178.1
1731,126760.2
1732,126079.125
1733,117876.43
1734,128046.4
1735,134009.89
1736,119217.53
1737,299554.28
1738,219632.83
1739,302634.2
1740,253048.33
1741,186812.28
1742,171843.31
1743,177230.92
1744,293339.84
1745,230933.95
1746,233025.3
1747,204772.48
1748,234936.08
1749,146865.45
1750,141896.22
1751,222521.84
1752,117008.77
1753,166059.84
1754,229772.88
1755,152027.33
1756,117089.516
1757,117349.086
1758,114316.74
1759,153602.5
1760,169607.36
1761,149345.48
1762,173390.53
1763,165841.73
1764,116589.68
1765,200405.44
1766,158907.88
1767,215016.83
1768,133507.66
1769,178636.2
1770,145153.39
1771,133507.66
1772,135399.58
1773,128135.086
1774,187636.31
1775,136235.62
1776,114655.83
1777,102574.54
1778,129958.51
1779,98634.695
1780,175950.98
1781,125266.266
1782,99389.77
1783,137142.94
1784,84319.664
1785,115374.586
1786,190769.67
1787,182039.67
1788,42827.69
1789,94278.93
1790,75221.04
1791,229990
1792,147690.42
1793,142519.61
1794,149549.4
1795,140994.94
1796,120325.54
1797,115620.05
1798,127098.59
1799,98557.24
1800,110688.055
1801,135552.88
1802,169120.75
1803,165592.98
1804,134482.02
1805,135668.98
1806,135590.22
1807,136912.78
1808,116570.055
1809,104175.98
1810,134732.25
1811,98947.44
1812,100732.875
1813,120968.836
1814,95874.33
1815,55547.188
1816,86930.48
1817,109950.02
1818,133729.34
1819,128532.65
1820,58586.363
1821,124095.65
1822,152755.1
1823,42037.414
1824,130567.88
1825,124133.805
1826,96131.54
1827,120163.65
1828,135512.67
1829,130787.39
1830,141398.42
1831,198118.2
1832,156352.81
1833,168346.77
1834,128301.55
1835,152468.84
1836,160608.06
1837,81820.33
1838,124806.055
1839,81142.62
1840,133708.19
1841,137506.47
1842,95781.89
1843,132724.11
1844,125278.984
1845,126050.91
1846,149268.7
1847,143407.4
1848,52755.07
1849,94029.68
1850,129984.79
1851,142067.92
1852,127247.23
1853,131531.27
1854,182531.64
1855,135141.88
1856,221740.34
1857,135449.58
1858,159739.16
1859,125656.93
1860,149541.6
1861,130466.055
1862,335513.62
1863,335513.62
1864,335513.62
1865,352082.25
1866,364533.66
1867,263486.1
1868,291886.78
1869,193144.8
1870,239957.8
1871,258104.73
1872,161399.62
1873,217359.61
1874,145848.4
1875,203860.66
1876,188726.6
1877,193000.44
1878,216615.1
1879,124181.06
1880,131213.42
1881,207409.83
1882,253840.84
1883,205926.05
1884,219593.61
1885,253749.36
1886,273341
1887,192592.23
1888,253898.12
1889,151530.94
1890,124660.62
1891,139299.89
1892,111189.34
1893,121136.3
1894,139650.16
1895,149467.19
1896,117315.76
1897,122827.4
1898,94781.38
1899,139908.36
1900,128294.85
1901,143765.69
1902,138384.33
1903,226815.12
1904,130330.24
1905,180194.88
1906,152784.06
1907,191209.9
1908,114645.29
1909,122842.98
1910,118759.43
1911,173518.06
1912,261316.1
1913,149214.44
1914,48278.594
1915,282601.22
1916,55394.26
1917,284412.22
1918,130404.49
1919,154552.17
1920,189013
1921,488592.28
1922,317901.53
1923,212895.5
1924,206974.69
1925,220747.6
1926,412150.12
1927,124480.41
1928,153337.16
1929,116247.26
1930,139647.5
1931,147886.39
1932,138099.08
1933,138167.38
1934,181846.61
1935,165228.89
1936,177646.73
1937,182720.3
1938,166781.34
1939,265099.5
1940,213324.22
1941,177646.73
1942,172121.17
1943,215335.67
1944,322934.4
1945,347918.34
1946,169471.62
1947,321163.7
1948,165319.33
1949,223449.4
1950,181439.56
1951,244200.5
1952,191826.3
1953,153639.81
1954,213150.42
1955,128897.89
1956,265657.8
1957,162325.19
1958,308661.5
1959,161792.66
1960,111902.71
1961,123741.08
1962,94450.67
1963,95222.97
1964,108197.66
1965,159926.17
1966,173006.44
1967,258640.1
1968,386966.3
1969,378496.44
1970,457664.88
1971,473201
1972,372100.34
1973,266089.47
1974,310343.3
1975,478383.56
1976,260069.97
1977,338166.12
1978,373527.62
1979,374386.88
1980,188422.61
1981,360555.84
1982,216163.83
1983,216163.83
1984,179688.44
1985,204063.23
1986,213059.77
1987,193106.08
1988,170542.98
1989,192546.86
1990,220429.73
1991,198979.6
1992,213286.83
1993,171598.69
1994,252357.94
1995,194901.39
1996,268689.3
1997,357091.9
1998,372508.34
1999,233392.44
2000,319221.28
2001,250382.86
2002,220530.27
2003,275070.16
2004,250490.03
2005,216022.64
2006,226962.64
2007,269093.1
2008,193258.12
2009,181906.47
2010,196586.97
2011,126576.29
2012,183936.45
2013,177013.6
2014,187284.36
2015,203921
2016,186009.64
2017,195831.42
2018,120646.02
2019,130333.85
2020,119132.13
2021,116029.055
2022,161442.44
2023,154889.28
2024,227948.02
2025,413477.8
2026,182346.9
2027,139486.23
2028,173385.45
2029,171843.31
2030,307585.34
2031,254654.27
2032,250109.64
2033,294236.47
2034,170619.83
2035,212821.61
2036,207724.2
2037,207724.2
2038,327621.16
2039,207812.3
2040,365975.6
2041,247477.72
2042,213632.5
2043,155621.56
